Datetime,Temperature,Memory Free %,CPU Utilization %
2024-03-22 16:44:22,52.09,83.07,51.87
2024-03-22 16:44:53,52.09,83.08,52.01
2024-03-22 16:45:24,51.61,83.05,51.89
2024-03-22 16:45:55,52.09,83.03,51.87
2024-03-22 16:46:26,51.61,83.02,51.87
2024-03-22 16:46:57,52.58,82.99,53.5
2024-03-22 16:47:28,52.58,82.98,51.75
2024-03-22 16:47:59,51.61,82.97,52.36
2024-03-22 16:48:30,52.09,82.98,52.0
2024-03-22 16:49:01,52.58,83.04,51.88
2024-03-22 16:49:32,52.58,83.02,56.89
2024-03-22 16:50:03,53.07,83.02,51.76
2024-03-22 16:50:34,52.58,83.02,51.87
2024-03-22 16:51:05,52.58,83.1,52.13
2024-03-22 16:51:36,51.61,83.1,51.75
2024-03-22 16:52:07,52.09,83.09,52.25
2024-03-22 16:52:38,53.56,83.07,51.88
2024-03-22 16:53:09,52.58,83.09,51.99
2024-03-22 16:53:40,51.61,83.08,52.26
2024-03-22 16:54:11,52.09,83.07,52.0
2024-03-22 16:54:42,52.09,83.06,52.14
2024-03-22 16:55:13,52.09,83.04,51.63
2024-03-22 16:55:44,52.09,83.04,52.37
2024-03-22 16:56:15,51.61,83.02,52.37
2024-03-22 16:56:46,52.58,83.0,52.38
2024-03-22 16:57:17,52.58,83.05,52.0
2024-03-22 16:57:48,51.61,83.05,52.25
2024-03-22 16:58:19,52.09,83.04,51.88
2024-03-22 16:58:50,53.56,83.01,51.89
2024-03-22 16:59:21,51.61,82.98,51.76
2024-03-22 16:59:52,52.58,83.04,51.88
2024-03-22 17:00:23,52.58,83.08,53.0
2024-03-22 17:00:54,52.09,83.06,52.12
2024-03-22 17:01:25,52.58,82.97,52.36
2024-03-22 17:01:56,54.04,83.05,51.63
2024-03-22 17:02:27,53.07,83.04,52.13
2024-03-22 17:02:58,53.07,83.03,53.73
2024-03-22 17:03:29,52.58,83.03,51.76
2024-03-22 17:04:00,53.56,83.1,51.64
2024-03-22 17:05:01,53.07,83.05,47.74
2024-03-22 17:05:32,53.07,83.01,52.24
2024-03-22 17:06:03,52.58,83.01,52.38
2024-03-22 17:06:34,53.56,83.01,52.75
2024-03-22 17:07:05,52.58,82.98,53.47
2024-03-22 17:07:36,53.56,82.98,51.76
2024-03-22 17:08:07,53.07,82.97,52.25
2024-03-22 17:08:38,52.09,82.97,51.76
2024-03-22 17:09:09,53.07,82.95,52.0
2024-03-22 17:09:40,53.56,83.04,52.13
2024-03-22 17:10:11,53.07,83.0,52.0
2024-03-22 17:10:42,53.07,83.09,53.07
2024-03-22 17:11:13,52.58,83.06,51.64
2024-03-22 17:11:44,53.07,83.06,51.88
2024-03-22 17:12:15,53.07,83.03,59.3
2024-03-22 17:12:46,53.07,83.08,52.72
2024-03-22 17:13:17,52.58,83.05,51.89
2024-03-22 17:13:48,53.07,83.04,52.62
2024-03-22 17:14:19,53.07,83.02,51.88
2024-03-22 17:14:50,54.04,83.04,51.88
2024-03-22 17:15:21,52.58,83.06,51.76
2024-03-22 17:15:52,53.07,83.06,52.25
2024-03-22 17:16:23,53.07,83.16,53.0
2024-03-22 17:16:54,53.56,83.15,52.13
2024-03-22 17:17:25,52.58,83.09,51.76
2024-03-22 17:17:56,53.07,83.07,51.52
2024-03-22 17:18:27,52.58,83.06,52.24
2024-03-22 17:18:58,53.07,83.06,53.79
2024-03-22 17:19:29,53.07,83.05,52.99
2024-03-22 17:20:00,53.56,83.04,51.76
2024-03-22 17:20:31,53.56,83.02,51.88
2024-03-22 17:21:02,53.07,83.1,53.0
2024-03-22 17:21:33,53.56,83.14,51.75
2024-03-22 17:22:04,53.56,83.11,52.25
2024-03-22 17:22:35,52.58,83.1,52.0
2024-03-22 17:23:06,53.07,83.09,60.35
2024-03-22 17:23:37,53.07,83.08,51.88
2024-03-22 17:24:08,52.58,83.08,52.37
2024-03-22 17:24:39,53.07,83.05,51.52
2024-03-22 17:25:10,53.07,83.01,52.02
2024-03-22 17:25:41,52.58,83.0,51.64
2024-03-22 17:26:12,53.07,83.09,52.76
2024-03-22 17:26:43,53.56,83.07,52.25
2024-03-22 17:27:14,53.07,83.05,51.76
2024-03-22 17:27:45,52.58,83.05,52.12
2024-03-22 17:28:16,53.07,83.04,52.26
2024-03-22 17:28:47,53.07,83.04,51.76
2024-03-22 17:29:18,55.02,83.11,52.12
2024-03-22 17:29:49,53.07,83.06,51.51
2024-03-22 17:30:20,52.58,83.05,52.0
2024-03-22 17:30:51,53.07,83.06,52.13
2024-03-22 17:31:22,53.07,83.1,52.13
2024-03-22 17:31:53,53.07,83.08,52.13
2024-03-22 17:32:24,53.56,83.08,52.75
2024-03-22 17:32:55,54.04,83.06,51.88
2024-03-22 17:33:26,53.56,83.06,52.5
2024-03-22 17:33:57,54.04,83.07,51.74
2024-03-22 17:34:28,53.56,83.02,52.0
2024-03-22 17:34:59,53.56,83.04,54.14
2024-03-22 17:35:30,53.56,83.05,52.36
2024-03-22 17:36:01,54.53,83.05,47.74
2024-03-22 17:36:32,53.56,83.05,51.76
2024-03-22 17:37:03,52.58,83.03,51.88
2024-03-22 17:37:34,53.56,83.0,51.63
2024-03-22 17:38:05,55.02,83.0,52.01
2024-03-22 17:38:36,53.56,82.99,51.87
2024-03-22 17:39:07,53.56,83.01,52.85
2024-03-22 17:39:38,54.04,83.02,52.13
2024-03-22 17:40:09,54.04,83.03,51.52
2024-03-22 17:40:40,53.07,82.99,52.25
2024-03-22 17:41:11,53.56,83.08,54.59
2024-03-22 17:41:42,53.07,83.14,51.76
2024-03-22 17:42:13,53.07,83.1,51.89
2024-03-22 17:42:44,52.58,83.09,52.13
2024-03-22 17:43:15,52.09,83.03,52.59
2024-03-22 17:43:46,52.58,83.02,52.62
2024-03-22 17:44:17,53.56,82.98,51.64
2024-03-22 17:44:48,53.07,83.07,52.25
2024-03-22 17:45:19,53.07,83.05,52.59
2024-03-22 17:45:50,54.04,83.07,51.64
2024-03-22 17:46:21,53.07,83.05,51.64
2024-03-22 17:46:52,52.58,83.06,51.51
2024-03-22 17:47:23,54.04,83.0,51.88
2024-03-22 17:47:54,53.07,83.01,51.75
2024-03-22 17:48:25,54.04,83.01,51.63
2024-03-22 17:48:56,53.07,83.01,51.88
2024-03-22 17:49:27,53.56,83.08,52.99
2024-03-22 17:49:58,53.56,83.04,53.28
2024-03-22 17:50:29,53.56,83.02,51.76
2024-03-22 17:51:00,53.07,83.01,51.38
2024-03-22 17:51:31,53.56,83.0,52.72
2024-03-22 17:52:02,52.09,82.99,48.61
2024-03-22 17:52:33,54.04,83.0,52.26
2024-03-22 17:53:04,53.07,82.99,52.36
2024-03-22 17:53:35,54.04,83.07,52.49
2024-03-22 17:54:06,53.56,83.07,51.88
2024-03-22 17:54:37,54.04,83.0,51.76
2024-03-22 17:55:08,53.07,83.09,51.26
2024-03-22 17:55:39,53.56,83.01,51.63
2024-03-22 17:56:40,54.04,82.98,52.38
2024-03-22 17:57:11,54.04,82.99,52.62
2024-03-22 17:57:42,54.53,83.06,52.36
2024-03-22 17:58:13,52.58,83.08,52.51
2024-03-22 17:58:44,53.56,83.01,51.88
2024-03-22 17:59:15,54.04,83.01,52.13
2024-03-22 17:59:46,53.07,83.0,52.37
2024-03-22 18:00:17,53.56,83.0,51.89
2024-03-22 18:00:48,53.07,82.97,51.38
2024-03-22 18:01:19,53.56,82.97,51.76
2024-03-22 18:01:50,53.56,83.03,51.51
2024-03-22 18:02:21,54.53,83.03,52.01
2024-03-22 18:02:52,53.56,82.99,52.25
2024-03-22 18:03:23,53.07,83.0,53.12
2024-03-22 18:03:54,53.07,83.08,52.0
2024-03-22 18:04:25,54.53,83.07,52.13
2024-03-22 18:04:56,52.58,83.12,52.12
2024-03-22 18:05:27,53.07,83.1,52.24
2024-03-22 18:05:58,54.04,83.13,53.5
2024-03-22 18:06:29,51.61,83.12,52.12
2024-03-22 18:07:00,53.56,83.12,52.12
2024-03-22 18:07:31,54.04,83.11,52.12
2024-03-22 18:08:02,53.07,83.11,48.36
2024-03-22 18:08:33,53.56,83.09,52.5
2024-03-22 18:09:04,54.04,83.1,51.88
2024-03-22 18:09:35,53.56,83.09,57.43
2024-03-22 18:10:06,53.56,83.07,52.11
2024-03-22 18:10:37,54.04,83.09,51.88
2024-03-22 18:11:08,53.07,83.11,51.76
2024-03-22 18:11:39,53.56,83.09,52.0
2024-03-22 18:12:10,54.04,83.09,51.39
2024-03-22 18:12:41,54.04,83.09,51.88
2024-03-22 18:13:12,54.04,83.09,52.84
2024-03-22 18:13:43,53.07,83.16,51.87
2024-03-22 18:14:14,53.56,83.16,51.76
2024-03-22 18:14:45,53.07,83.14,52.12
2024-03-22 18:15:16,54.04,83.14,52.01
2024-03-22 18:15:47,53.56,83.12,52.38
2024-03-22 18:16:18,53.56,83.12,52.5
2024-03-22 18:16:49,52.58,83.11,52.35
2024-03-22 18:17:20,53.07,83.09,51.88
2024-03-22 18:17:51,54.04,83.09,52.26
2024-03-22 18:18:22,53.07,83.09,51.87
2024-03-22 18:18:53,53.07,83.09,52.12
2024-03-22 18:19:24,53.56,83.09,52.25
2024-03-22 18:19:55,52.09,83.16,51.75
2024-03-22 18:20:26,53.07,83.14,51.88
2024-03-22 18:20:57,54.04,83.13,51.75
2024-03-22 18:21:28,54.53,83.11,52.0
2024-03-22 18:21:59,52.09,83.1,53.38
2024-03-22 18:22:30,53.56,83.09,51.37
2024-03-22 18:23:01,53.56,83.09,51.63
2024-03-22 18:23:32,53.07,83.14,52.62
2024-03-22 18:24:03,52.58,83.11,51.88
2024-03-22 18:24:34,53.56,83.09,52.75
2024-03-22 18:25:05,53.07,83.08,52.26
2024-03-22 18:25:36,52.58,83.09,51.75
2024-03-22 18:26:07,53.56,83.08,51.88
2024-03-22 18:26:38,53.07,83.08,51.87
2024-03-22 18:27:09,52.58,83.08,51.76
2024-03-22 18:27:40,53.56,83.14,51.89
2024-03-22 18:28:11,53.07,83.12,52.61
2024-03-22 18:28:42,52.58,83.13,51.76
2024-03-22 18:29:13,52.58,83.1,51.76
2024-03-22 18:29:44,53.07,83.11,52.01
2024-03-22 18:30:15,53.56,83.08,51.63
2024-03-22 18:30:46,53.07,83.08,52.0
2024-03-22 18:31:17,54.04,83.07,51.88
2024-03-22 18:31:48,53.07,83.05,52.61
2024-03-22 18:32:19,53.56,83.13,52.88
2024-03-22 18:32:50,53.56,83.11,51.75
2024-03-22 18:33:21,53.07,83.08,64.41
2024-03-22 18:33:52,53.07,83.06,51.99
2024-03-22 18:34:23,52.58,83.04,58.0
2024-03-22 18:34:54,53.07,83.08,53.03
2024-03-22 18:35:25,53.56,83.02,51.64
2024-03-22 18:35:56,52.09,83.01,51.99
2024-03-22 18:36:27,52.09,82.99,51.64
2024-03-22 18:36:58,51.61,82.98,51.89
2024-03-22 18:37:29,53.07,83.07,51.76
2024-03-22 18:38:00,53.07,83.07,52.51
2024-03-22 18:38:31,53.07,83.05,51.88
2024-03-22 18:39:02,52.58,83.13,50.89
2024-03-22 18:39:33,53.07,83.11,52.36
2024-03-22 18:40:04,52.58,83.15,52.75
2024-03-22 18:40:35,52.09,83.13,51.76
2024-03-22 18:41:06,52.09,83.13,52.37
2024-03-22 18:41:37,53.56,83.13,52.37
2024-03-22 18:42:08,52.09,83.14,51.87
2024-03-22 18:42:39,52.58,83.14,51.63
2024-03-22 18:43:10,53.07,83.13,51.51
2024-03-22 18:43:41,52.58,83.13,52.61
2024-03-22 18:44:12,52.09,83.13,52.01
2024-03-22 18:44:43,52.58,83.11,51.75
2024-03-22 18:45:14,52.58,83.1,51.99
2024-03-22 18:45:45,53.07,83.13,53.77
2024-03-22 18:46:16,52.09,83.11,52.0
2024-03-22 18:46:47,52.58,83.1,52.62
2024-03-22 18:47:18,52.58,83.09,52.5
2024-03-22 18:48:19,52.09,83.11,52.88
2024-03-22 18:48:50,52.09,83.11,52.25
2024-03-22 18:49:21,53.07,83.11,51.87
2024-03-22 18:49:52,52.58,83.11,52.53
2024-03-22 18:50:23,52.58,83.1,52.38
2024-03-22 18:50:54,52.58,83.1,51.88
2024-03-22 18:51:25,53.07,83.08,51.88
2024-03-22 18:51:56,52.09,83.09,51.89
2024-03-22 18:52:27,52.09,83.07,51.88
2024-03-22 18:52:58,52.58,83.06,51.87
2024-03-22 18:53:29,53.56,83.05,51.75
2024-03-22 18:54:00,52.09,83.08,51.51
2024-03-22 18:54:31,53.07,83.06,51.39
2024-03-22 18:55:02,52.58,83.02,52.36
2024-03-22 18:55:33,53.56,83.11,51.76
2024-03-22 18:56:04,53.07,83.1,52.13
2024-03-22 18:56:35,52.09,83.08,51.51
2024-03-22 18:57:06,53.07,83.07,52.37
2024-03-22 18:57:37,52.09,83.07,51.76
2024-03-22 18:58:08,52.58,83.02,51.63
2024-03-22 18:58:39,52.09,83.03,51.99
2024-03-22 18:59:10,52.09,83.02,52.12
2024-03-22 18:59:41,52.58,83.02,51.63
2024-03-22 19:00:12,53.56,83.14,52.0
2024-03-22 19:00:43,53.07,83.11,51.88
2024-03-22 19:01:14,52.58,83.11,52.0
2024-03-22 19:01:45,52.09,83.1,51.76
2024-03-22 19:02:16,52.58,83.06,51.63
2024-03-22 19:02:47,52.09,83.05,52.37
2024-03-22 19:03:18,53.07,83.05,52.38
2024-03-22 19:03:49,53.07,83.04,51.88
2024-03-22 19:04:20,52.58,83.04,52.87
2024-03-22 19:04:51,51.61,83.06,52.25
2024-03-22 19:05:22,52.58,83.03,52.63
2024-03-22 19:05:53,53.07,83.02,52.13
2024-03-22 19:06:24,52.58,83.07,51.75
2024-03-22 19:06:55,53.07,83.07,51.75
2024-03-22 19:07:26,52.09,83.06,52.0
2024-03-22 19:07:57,53.56,82.95,51.76
2024-03-22 19:08:28,53.56,83.08,55.78
2024-03-22 19:08:59,53.07,83.08,53.27
2024-03-22 19:09:30,52.58,83.07,51.52
2024-03-22 19:10:01,52.09,83.05,52.35
2024-03-22 19:10:32,53.07,83.14,52.0
2024-03-22 19:11:03,51.61,83.12,47.99
2024-03-22 19:11:34,51.61,83.12,52.99
2024-03-22 19:12:05,52.58,83.1,52.51
2024-03-22 19:12:36,52.58,83.1,52.37
2024-03-22 19:13:07,52.09,83.1,52.38
2024-03-22 19:13:38,52.58,83.09,51.75
2024-03-22 19:14:09,52.09,83.08,52.0
2024-03-22 19:14:40,53.07,83.06,52.49
2024-03-22 19:15:11,52.58,83.06,51.5
2024-03-22 19:15:42,51.61,83.06,52.13
2024-03-22 19:16:13,52.09,83.13,52.25
2024-03-22 19:16:44,53.07,83.12,51.63
2024-03-22 19:17:15,53.07,83.1,52.87
2024-03-22 19:17:46,52.09,83.1,52.49
2024-03-22 19:18:17,52.58,83.09,52.38
2024-03-22 19:18:48,52.09,83.08,51.63
2024-03-22 19:19:19,53.56,83.07,51.87
2024-03-22 19:19:50,52.58,83.11,51.63
2024-03-22 19:20:21,52.09,83.09,52.13
2024-03-22 19:20:52,52.09,83.07,52.12
2024-03-22 19:21:23,53.56,83.05,52.75
2024-03-22 19:21:54,52.58,83.03,51.74
2024-03-22 19:22:25,52.58,83.02,52.75
2024-03-22 19:22:56,53.56,83.02,52.0
2024-03-22 19:23:27,51.61,83.03,51.63
2024-03-22 19:23:58,52.09,83.02,52.0
2024-03-22 19:24:29,53.07,83.01,53.02
2024-03-22 19:25:00,53.07,83.0,52.0
2024-03-22 19:25:31,52.09,82.99,52.63
2024-03-22 19:26:02,53.07,83.01,52.25
2024-03-22 19:26:33,52.58,83.07,52.01
2024-03-22 19:27:04,52.09,83.07,50.37
2024-03-22 19:27:35,52.09,83.05,52.11
2024-03-22 19:28:06,52.09,83.02,53.4
2024-03-22 19:28:37,53.07,83.07,53.52
2024-03-22 19:29:08,52.09,83.04,53.75
2024-03-22 19:29:39,53.56,83.02,58.46
2024-03-22 19:30:10,52.58,83.03,52.0
2024-03-22 19:30:41,52.09,83.02,51.75
2024-03-22 19:31:12,52.58,83.01,52.38
2024-03-22 19:31:43,53.07,83.0,51.99
2024-03-22 19:32:14,52.09,83.0,52.01
2024-03-22 19:32:45,53.07,82.98,52.24
2024-03-22 19:33:16,52.09,83.01,52.01
2024-03-22 19:33:47,52.58,83.0,52.12
2024-03-22 19:34:18,53.56,82.99,51.51
2024-03-22 19:34:49,52.09,83.06,51.5
2024-03-22 19:35:20,52.58,83.03,52.62
2024-03-22 19:35:51,53.56,83.01,51.76
2024-03-22 19:36:22,52.58,83.0,52.13
2024-03-22 19:36:53,52.09,83.0,52.0
2024-03-22 19:37:24,52.09,83.0,52.01
2024-03-22 19:37:55,53.07,83.0,52.13
2024-03-22 19:38:26,53.56,83.0,51.88
2024-03-22 19:38:57,52.09,83.0,51.51
2024-03-22 19:39:58,53.56,83.07,51.88
2024-03-22 19:40:29,52.09,83.06,51.51
2024-03-22 19:41:00,52.58,83.04,54.0
2024-03-22 19:41:31,53.56,83.04,52.0
2024-03-22 19:42:02,53.07,83.02,51.64
2024-03-22 19:42:33,52.58,83.1,52.0
2024-03-22 19:43:04,53.56,83.05,47.86
2024-03-22 19:43:35,52.58,83.02,51.39
2024-03-22 19:44:06,53.07,83.01,52.0
2024-03-22 19:44:37,52.58,83.0,53.25
2024-03-22 19:45:08,52.58,83.02,51.75
2024-03-22 19:45:39,52.58,83.02,52.64
2024-03-22 19:46:10,51.61,83.04,51.76
2024-03-22 19:46:41,52.58,83.04,52.14
2024-03-22 19:47:12,52.58,83.04,52.85
2024-03-22 19:47:43,52.58,83.04,52.0
2024-03-22 19:48:14,52.09,83.02,52.26
2024-03-22 19:48:45,52.58,83.02,51.89
2024-03-22 19:49:16,51.61,83.02,52.24
2024-03-22 19:49:47,53.07,83.09,52.99
2024-03-22 19:50:18,52.58,83.06,51.88
2024-03-22 19:50:49,53.07,83.05,52.46
2024-03-22 19:51:20,52.58,83.04,52.25
2024-03-22 19:51:51,52.09,83.04,52.49
2024-03-22 19:52:22,53.07,83.04,52.5
2024-03-22 19:52:53,52.58,83.04,52.49
2024-03-22 19:53:24,52.09,83.04,51.88
2024-03-22 19:53:55,52.09,83.04,51.63
2024-03-22 19:54:26,54.04,83.02,52.01
2024-03-22 19:54:57,52.58,83.0,51.5
2024-03-22 19:55:28,54.04,83.02,52.12
2024-03-22 19:55:59,52.58,83.0,52.26
2024-03-22 19:56:30,52.09,82.99,52.0
2024-03-22 19:57:01,52.58,83.0,52.25
2024-03-22 19:57:32,52.09,82.99,52.37
2024-03-22 19:58:03,53.07,83.0,51.76
2024-03-22 19:58:34,53.56,82.99,52.37
2024-03-22 19:59:05,51.61,83.0,52.13
2024-03-22 19:59:36,52.09,83.08,51.88
2024-03-22 20:00:07,52.09,83.03,51.63
2024-03-22 20:00:38,52.58,83.02,52.24
2024-03-22 20:01:09,53.56,83.02,51.76
2024-03-22 20:01:40,51.61,83.02,52.75
2024-03-22 20:02:11,52.58,83.02,52.24
2024-03-22 20:02:42,52.09,83.02,51.63
2024-03-22 20:03:13,53.07,83.02,51.99
2024-03-22 20:03:44,52.58,83.02,51.63
2024-03-22 20:04:15,52.58,83.02,52.61
2024-03-22 20:04:46,52.58,83.05,52.13
2024-03-22 20:05:17,53.56,83.04,51.88
2024-03-22 20:05:48,52.09,83.04,51.88
2024-03-22 20:06:19,52.09,83.03,52.12
2024-03-22 20:06:50,52.58,83.04,51.64
2024-03-22 20:07:21,52.58,83.03,52.13
2024-03-22 20:07:52,53.07,83.02,51.88
2024-03-22 20:08:23,51.61,83.01,52.5
2024-03-22 20:08:54,52.09,83.02,51.75
2024-03-22 20:09:25,54.04,83.03,51.88
2024-03-22 20:09:56,53.07,83.02,51.75
2024-03-22 20:10:27,53.07,83.04,51.88
2024-03-22 20:10:58,52.58,83.04,51.51
2024-03-22 20:11:29,53.07,83.04,51.64
2024-03-22 20:12:00,51.61,83.03,53.88
2024-03-22 20:12:31,53.56,83.03,51.63
2024-03-22 20:13:02,52.58,83.02,51.75
2024-03-22 20:13:33,52.58,83.01,51.52
2024-03-22 20:14:04,51.61,83.0,47.74
2024-03-22 20:14:35,52.09,82.98,51.88
2024-03-22 20:15:06,52.09,83.05,51.88
2024-03-22 20:15:37,52.58,83.04,52.48
2024-03-22 20:16:08,53.07,83.04,51.38
2024-03-22 20:16:39,53.56,83.01,51.89
2024-03-22 20:17:10,52.58,82.99,51.62
2024-03-22 20:17:41,52.58,83.0,51.75
2024-03-22 20:18:12,52.09,83.01,52.13
2024-03-22 20:18:43,52.09,83.02,52.13
2024-03-22 20:19:14,52.58,83.08,51.51
2024-03-22 20:19:45,52.09,83.04,51.63
2024-03-22 20:20:16,52.09,83.02,51.63
2024-03-22 20:20:47,52.58,83.02,52.01
2024-03-22 20:21:18,52.09,83.03,52.49
2024-03-22 20:21:49,52.58,83.03,51.5
2024-03-22 20:22:20,52.58,83.02,51.65
2024-03-22 20:22:51,53.07,83.01,51.75
2024-03-22 20:23:22,52.58,83.02,51.75
2024-03-22 20:23:53,52.09,82.98,52.36
2024-03-22 20:24:24,51.61,82.98,51.87
2024-03-22 20:24:55,51.61,83.0,52.0
2024-03-22 20:25:26,52.09,83.0,51.75
2024-03-22 20:25:57,51.61,83.02,51.75
2024-03-22 20:26:28,52.09,83.03,52.13
2024-03-22 20:26:59,53.07,83.03,51.88
2024-03-22 20:27:30,52.58,83.02,51.75
2024-03-22 20:28:01,53.07,83.03,51.88
2024-03-22 20:28:32,52.09,83.03,52.74
2024-03-22 20:29:03,51.61,83.03,51.99
2024-03-22 20:29:34,52.09,83.02,51.51
2024-03-22 20:30:05,52.58,83.05,47.49
2024-03-22 20:30:36,52.58,82.99,55.14
2024-03-22 20:31:37,53.07,82.99,51.75
2024-03-22 20:32:08,52.09,83.0,51.75
2024-03-22 20:32:39,53.07,83.0,51.87
2024-03-22 20:33:10,52.58,83.01,52.24
2024-03-22 20:33:41,53.07,83.02,52.12
2024-03-22 20:34:12,52.58,83.03,51.62
2024-03-22 20:34:43,53.07,83.0,51.99
2024-03-22 20:35:14,53.56,82.99,51.75
2024-03-22 20:35:45,52.09,82.98,52.12
2024-03-22 20:36:16,52.58,82.95,52.26
2024-03-22 20:36:47,53.07,82.93,51.62
2024-03-22 20:37:18,52.58,83.03,52.26
2024-03-22 20:37:49,52.09,83.02,51.88
2024-03-22 20:38:20,51.61,82.98,52.01
2024-03-22 20:38:51,52.09,82.97,51.88
2024-03-22 20:39:22,52.58,82.98,53.02
2024-03-22 20:39:53,52.09,82.98,51.63
2024-03-22 20:40:24,53.07,82.98,51.75
2024-03-22 20:40:55,52.09,82.97,51.63
2024-03-22 20:41:26,53.07,82.97,52.25
2024-03-22 20:41:57,52.09,82.99,52.0
2024-03-22 20:42:28,52.09,82.97,51.51
2024-03-22 20:42:59,51.12,83.04,51.88
2024-03-22 20:43:30,52.58,83.02,51.64
2024-03-22 20:44:01,52.09,83.03,52.13
2024-03-22 20:44:32,52.58,83.02,51.63
2024-03-22 20:45:03,53.07,83.01,52.13
2024-03-22 20:45:34,53.07,83.26,51.39
2024-03-22 20:46:05,52.58,83.26,47.37
2024-03-22 20:46:36,51.12,83.25,51.75
2024-03-22 20:47:07,52.58,83.23,51.88
2024-03-22 20:47:38,52.09,83.24,51.75
2024-03-22 20:48:09,52.09,83.23,52.46
2024-03-22 20:48:40,52.09,83.23,52.38
2024-03-22 20:49:11,52.09,83.21,52.0
2024-03-22 20:49:42,52.09,83.22,52.74
2024-03-22 20:50:13,52.58,83.28,55.89
2024-03-22 20:50:44,53.07,83.24,52.01
2024-03-22 20:51:15,52.58,83.23,53.27
2024-03-22 20:51:46,52.58,83.24,52.12
2024-03-22 20:52:17,52.09,83.32,53.1
2024-03-22 20:52:48,52.58,83.26,52.24
2024-03-22 20:53:19,52.09,83.25,51.76
2024-03-22 20:53:50,52.09,83.25,51.87
2024-03-22 20:54:21,53.07,83.24,52.13
2024-03-22 20:54:52,52.58,83.19,52.0
2024-03-22 20:55:23,53.07,83.2,51.89
2024-03-22 20:55:54,53.07,83.2,51.63
2024-03-22 20:56:25,52.58,83.21,51.39
2024-03-22 20:56:56,54.04,83.2,52.0
2024-03-22 20:57:27,52.58,83.2,50.37
2024-03-22 20:57:58,53.07,83.19,52.37
2024-03-22 20:58:29,52.09,83.21,51.76
2024-03-22 20:59:00,52.58,83.19,51.75
2024-03-22 20:59:31,52.58,83.18,51.89
2024-03-22 21:00:02,53.07,83.24,52.0
2024-03-22 21:00:33,52.09,83.24,51.5
2024-03-22 21:01:04,52.58,83.23,56.03
2024-03-22 21:01:35,51.12,83.23,55.39
2024-03-22 21:02:06,51.12,83.2,51.88
2024-03-22 21:02:37,53.07,83.19,52.25
2024-03-22 21:03:08,53.07,83.18,52.12
2024-03-22 21:03:39,52.09,83.2,51.63
2024-03-22 21:04:10,53.07,83.2,51.64
2024-03-22 21:04:41,53.56,83.2,52.01
2024-03-22 21:05:12,52.58,83.17,51.76
2024-03-22 21:05:43,52.09,83.18,52.12
2024-03-22 21:06:14,52.09,83.18,54.11
2024-03-22 21:06:45,52.09,83.17,52.0
2024-03-22 21:07:16,53.56,83.21,51.87
2024-03-22 21:07:47,52.58,83.16,51.63
2024-03-22 21:08:18,52.58,83.12,51.63
2024-03-22 21:08:49,52.58,83.13,52.01
2024-03-22 21:09:20,52.09,83.11,52.12
2024-03-22 21:09:51,53.07,83.19,51.51
2024-03-22 21:10:22,53.07,83.18,53.0
2024-03-22 21:10:53,52.09,83.16,53.13
2024-03-22 21:11:24,51.61,83.18,52.23
2024-03-22 21:11:55,52.58,83.17,51.25
2024-03-22 21:12:26,52.58,83.16,52.0
2024-03-22 21:12:57,51.61,83.16,53.15
2024-03-22 21:13:28,52.58,83.15,52.13
2024-03-22 21:13:59,52.58,83.15,51.26
2024-03-22 21:14:30,53.07,83.15,51.63
2024-03-22 21:15:01,52.58,83.13,53.38
2024-03-22 21:15:32,52.58,83.1,51.75
2024-03-22 21:16:03,53.07,83.08,51.88
2024-03-22 21:16:34,52.58,83.09,52.26
2024-03-22 21:17:05,52.58,83.12,52.97
2024-03-22 21:17:36,52.58,83.12,52.0
2024-03-22 21:18:07,52.09,83.12,51.63
2024-03-22 21:18:38,53.56,83.12,51.88
2024-03-22 21:19:09,52.09,83.05,51.63
2024-03-22 21:19:40,52.58,83.07,52.62
2024-03-22 21:20:11,52.09,83.14,52.12
2024-03-22 21:20:42,52.09,83.15,52.25
2024-03-22 21:21:13,53.07,83.07,56.93
2024-03-22 21:21:44,53.56,83.08,51.88
2024-03-22 21:22:15,52.58,83.14,52.12
2024-03-22 21:23:16,52.09,83.13,51.87
2024-03-22 21:23:47,53.07,83.11,52.0
2024-03-22 21:24:18,52.09,83.19,51.76
2024-03-22 21:24:49,52.58,83.13,52.24
2024-03-22 21:25:20,52.09,83.1,51.63
2024-03-22 21:25:51,52.58,83.1,51.51
2024-03-22 21:26:22,52.09,83.11,52.75
2024-03-22 21:26:53,52.09,83.1,51.88
2024-03-22 21:27:24,52.09,83.14,51.88
2024-03-22 21:27:55,53.07,83.13,51.51
2024-03-22 21:28:26,51.61,83.13,51.89
2024-03-22 21:28:57,51.61,83.12,51.87
2024-03-22 21:29:28,51.61,83.05,51.51
2024-03-22 21:29:59,52.09,83.07,51.86
2024-03-22 21:30:30,53.07,83.07,51.76
2024-03-22 21:31:01,52.09,83.08,52.93
2024-03-22 21:31:32,52.58,83.0,52.13
2024-03-22 21:32:03,52.58,83.09,51.89
2024-03-22 21:32:34,53.07,83.08,52.38
2024-03-22 21:33:05,52.58,83.07,52.63
2024-03-22 21:33:36,53.07,83.11,51.75
2024-03-22 21:34:07,51.61,83.09,51.52
2024-03-22 21:34:38,52.58,83.06,52.59
2024-03-22 21:35:09,53.07,83.1,52.99
